circuit_id,candidate_id,combo_index,status,selection_status,selection_error,source_methods,decomposition_keys,candidate_indices,num_blocks,num_gadget_blocks,num_no_gadget_blocks,gadget_block_fraction,uses_any_gadget_source,block_tcount_sum,block_tdepth_sum,structural_cost,alphaq_target_status,alphaq_target_error,alphaq_nc_core_area_ratio,alphaq_dependency_core_area_ratio,alphaq_nc_core_area_delta_vs_original,alphaq_dependency_core_area_delta_vs_original,alphaq_nc_core_depth_ratio,alphaq_nc_core_width_ratio,alphaq_dependency_core_depth_ratio,alphaq_dependency_core_width_ratio,alphaq_total_depth_ratio,alphaq_total_area_ratio,alphaq_border_status,alphaq_border_error,alphaq_total_depth,alphaq_total_width,alphaq_total_area,alphaq_nc_core_depth,alphaq_nc_core_width,alphaq_nc_core_area,alphaq_core_tcount,alphaq_crossing_closure_count,alphaq_dependency_core_depth,alphaq_dependency_core_width,alphaq_dependency_core_area,alphaq_dependency_core_size,alphaq_dependency_core_tcount,alphaq_dependency_entangling_count,alphaq_dependency_closure_rounds,alphaq_dependency_internal_edge_count,alphaq_dependency_boundary_edge_count,alphaq_dependency_component_count,alphaq_dependency_largest_component_size,alphaq_dependency_largest_component_fraction,alphaq_dependency_chain_depth,alphaq_dependency_edge_density,alphaq_left_nc_core_depth,alphaq_left_nc_core_width,alphaq_left_nc_core_area,alphaq_left_crossing_closure_count,alphaq_right_nc_core_depth,alphaq_right_nc_core_width,alphaq_right_nc_core_area,alphaq_right_crossing_closure_count,alphaq_prefix_clifford_depth,alphaq_suffix_clifford_depth,alphaq_clifford_shaved_depth_fraction,primary_nc_depth_ratio,primary_nc_depth_delta_vs_original,zx_total_depth_ratio,qasm_depth_ratio,tcount_ratio,tdepth_ratio,gate_count_ratio,tcount_after,tdepth_after,depth_after,gate_count_after,rho_t,rho_w,n_clifford_blocks,n_nonclifford_blocks,avg_nonclifford_block_len,hadamard_boundary_density,tdepth_over_tcount,candidate_qasm_path
qft_4,qft_4:combo0,0,ok,ok,,public_resynth_no_gadgets,qft_4,0,1,0,1,0.0,0,53,25,26.082894736842107,ok,,8.013157894736842,26.082894736842107,7.026315789473685,25.089473684210528,0.9539473684210527,8.4,3.0328947368421053,8.6,3.4802631578947367,29.930263157894736,ok,,529,43,22747,145,42,6090,53,145,461,43,19823,676,53,623,32,976,328,1,676,1.0,461,1.4459259259259258,527,43,22661,617,147,42,6174,151,10,387,0.7504725897920604,1.1646341463414633,0.17682926829268286,4.213414634146342,3.4802631578947367,0.7681159420289855,0.625,4.775401069518717,53,25,529,893,0.0593505039193729,0.38686131386861317,54,53,1.0,0.32075471698113206,0.4716981132075472,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo0/assembled.qasm
qft_4,qft_4:combo1,1,ok,ok,,public_resynth_no_gadgets,qft_4,1,1,0,1,0.0,0,53,25,27.044736842105262,ok,,8.952631578947368,27.044736842105262,7.965789473684211,26.051315789473684,1.0657894736842106,8.4,3.1447368421052633,8.6,3.611842105263158,31.061842105263157,ok,,549,43,23607,162,42,6804,53,150,478,43,20554,676,53,623,33,978,326,1,676,1.0,478,1.448888888888889,547,43,23521,619,164,42,6888,154,8,386,0.7176684881602914,1.1890243902439024,0.2012195121951219,4.25,3.611842105263158,0.7681159420289855,0.625,4.770053475935829,53,25,549,892,0.05941704035874439,0.38714390065741416,54,53,1.0,0.3113207547169811,0.4716981132075472,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo1/assembled.qasm
qft_4,qft_4:combo2,2,ok,ok,,public_resynth_no_gadgets,qft_4,2,1,0,1,0.0,0,53,25,26.478947368421053,ok,,8.178947368421053,26.478947368421053,7.192105263157895,25.485526315789475,0.9736842105263158,8.4,3.0789473684210527,8.6,3.5592105263157894,30.60921052631579,ok,,541,43,23263,148,42,6216,53,146,468,43,20124,676,53,623,33,978,326,1,676,1.0,468,1.448888888888889,539,43,23177,618,150,42,6300,151,10,391,0.7412199630314233,1.1829268292682926,0.19512195121951215,4.2682926829268295,3.5592105263157894,0.7681159420289855,0.625,4.770053475935829,53,25,541,892,0.05941704035874439,0.38714390065741416,54,53,1.0,0.29245283018867924,0.4716981132075472,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo2/assembled.qasm
qft_4,qft_4:combo3,3,ok,ok,,public_resynth_no_gadgets,qft_4,3,1,0,1,0.0,0,53,25,26.196052631578947,ok,,7.902631578947369,26.196052631578947,6.915789473684211,25.20263157894737,0.9407894736842105,8.4,3.0460526315789473,8.6,3.5065789473684212,30.15657894736842,ok,,533,43,22919,143,42,6006,53,151,463,43,19909,683,53,630,33,992,324,1,683,1.0,463,1.4545454545454546,531,43,22833,625,145,42,6090,156,10,388,0.7467166979362101,1.225609756097561,0.23780487804878048,4.2926829268292686,3.5065789473684212,0.7681159420289855,0.625,4.791443850267379,53,25,533,896,0.05915178571428571,0.3860160233066278,54,53,1.0,0.330188679245283,0.4716981132075472,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo3/assembled.qasm
qft_4,qft_4:combo4,4,ok,ok,,public_resynth_no_gadgets,qft_4,4,1,0,1,0.0,0,53,23,26.026315789473685,ok,,8.123684210526315,26.026315789473685,7.136842105263158,25.032894736842106,0.9671052631578947,8.4,3.026315789473684,8.6,3.4342105263157894,29.53421052631579,ok,,522,43,22446,147,42,6174,53,148,460,43,19780,672,53,619,31,974,314,1,672,1.0,460,1.451564828614009,520,43,22360,614,149,42,6258,153,10,374,0.735632183908046,1.2073170731707317,0.2195121951219512,4.225609756097561,3.4342105263157894,0.7681159420289855,0.575,4.695187165775401,53,23,522,878,0.06036446469248292,0.39114391143911437,54,53,1.0,0.32075471698113206,0.4339622641509434,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo4/assembled.qasm
qft_4,qft_4:combo5,5,ok,ok,,public_resynth_no_gadgets,qft_4,5,1,0,1,0.0,0,53,23,25.517105263157895,ok,,7.4605263157894735,25.517105263157895,6.473684210526316,24.523684210526316,0.8881578947368421,8.4,2.9671052631578947,8.6,3.4539473684210527,29.70394736842105,ok,,525,43,22575,135,42,5670,53,135,451,43,19393,664,53,611,33,951,332,1,664,1.0,451,1.4343891402714932,523,43,22489,606,137,42,5754,140,10,389,0.76,1.079268292682927,0.09146341463414642,4.170731707317073,3.4539473684210527,0.7681159420289855,0.575,4.721925133689839,53,23,525,883,0.06002265005662514,0.3897058823529412,54,53,1.0,0.3113207547169811,0.4339622641509434,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo5/assembled.qasm
qft_4,qft_4:combo6,6,ok,ok,,public_resynth_gadgets,qft_4,0,1,1,0,1.0,1,67,23,25.347368421052632,ok,,7.067105263157894,25.347368421052632,6.080263157894737,24.353947368421053,0.8618421052631579,8.2,2.9473684210526314,8.6,3.4276315789473686,29.477631578947367,ok,,521,43,22403,131,41,5371,67,106,448,43,19264,699,67,584,33,958,336,1,699,1.0,448,1.3724928366762177,519,43,22317,579,133,42,5586,112,9,392,0.7696737044145874,1.1524390243902438,0.16463414634146334,4.286585365853658,3.4276315789473686,0.9710144927536232,0.575,4.967914438502674,67,23,521,929,0.0721205597416577,0.43733681462140994,60,59,1.1355932203389831,0.3813559322033898,0.34328358208955223,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo6/assembled.qasm
qft_4,qft_4:combo7,7,ok,ok,,public_resynth_gadgets,qft_4,1,1,1,0,1.0,1,67,24,24.78157894736842,ok,,6.473684210526316,24.78157894736842,5.486842105263158,23.78815789473684,0.7894736842105263,8.2,2.8815789473684212,8.6,3.4473684210526314,29.647368421052633,ok,,524,43,22532,120,41,4920,67,102,438,43,18834,697,67,582,33,954,336,1,697,1.0,438,1.3706896551724137,515,43,22145,577,129,42,5418,112,13,395,0.7786259541984732,1.170731707317073,0.18292682926829262,4.298780487804878,3.4473684210526314,0.9710144927536232,0.6,5.005347593582887,67,24,524,936,0.07158119658119658,0.43534762833008445,60,59,1.1355932203389831,0.3728813559322034,0.3582089552238806,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo7/assembled.qasm
qft_4,qft_4:combo8,8,ok,ok,,public_resynth_gadgets,qft_4,2,1,1,0,1.0,1,67,23,26.478947368421053,ok,,7.714473684210526,26.478947368421053,6.727631578947369,25.485526315789475,0.9407894736842105,8.2,3.0789473684210527,8.6,3.6052631578947367,31.00526315789474,ok,,548,43,23564,143,41,5863,67,119,468,43,20124,727,67,603,33,1003,338,1,727,1.0,468,1.381542699724518,533,43,22919,594,158,42,6636,128,15,394,0.7463503649635036,1.2621951219512195,0.27439024390243905,4.371951219512195,3.6052631578947367,0.9710144927536232,0.575,5.101604278074866,67,23,548,954,0.07023060796645703,0.43031470777135516,60,59,1.1355932203389831,0.3728813559322034,0.34328358208955223,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo8/assembled.qasm
qft_4,qft_4:combo9,9,ok,ok,,public_resynth_gadgets,qft_4,3,1,1,0,1.0,1,67,26,24.78157894736842,ok,,6.689473684210526,24.78157894736842,5.7026315789473685,23.78815789473684,0.8157894736842105,8.2,2.8815789473684212,8.6,3.3684210526315788,28.96842105263158,ok,,512,43,22016,124,41,5084,67,107,438,43,18834,699,67,581,31,959,326,1,699,1.0,438,1.3739255014326648,503,43,21629,576,133,42,5586,113,11,384,0.771484375,1.1768292682926829,0.18902439024390238,4.225609756097561,3.3684210526315788,0.9710144927536232,0.65,4.93048128342246,67,26,512,922,0.07266811279826464,0.43934426229508194,60,59,1.1355932203389831,0.3813559322033898,0.3880597014925373,results/public_resynth_structural/public_resynth_structural/qft_4/structural_combinations/combo9/assembled.qasm
